length,width,size,distance,class
25.9044,10.3557,2.4354,175.526,g
87.4763,11.9063,2.8612,250.121,g
41.311,9.7508,2.702,254.757,g
28.7928,14.4369,2.6449,26.9984,g
27.8673,16.6744,2.6212,192.59,g
96.883,32.3191,3.9381,304.103,g
20.1273,10.2168,2.2695,125.329,g
12.5305,11.9242,2.0314,164.832,g
41.4003,17.0668,3.1413,179.317,g
31.4288,14.7753,2.7547,201.887,g
25.7554,0.0037,2.1508,177.88,g
38.8344,11.4116,2.711,208.873,g
32.2804,16.1482,2.4735,76.2299,g
29.001,18.3169,3.066,193.666,g
21.9551,17.5389,2.5514,25.8173,g
72.9495,25.0803,2.9196,106.639,g
48.4012,24.2711,3.079,183.868,g
28.4121,15.2158,2.2934,178.508,g
39.3506,26.2584,3.0406,211.026,g
86.9253,19.9003,2.9077,275.104,g
36.5676,18.5682,2.8445,135.915,g
37.1295,20.6574,2.9335,200.622,g
29.6097,15.5349,2.3608,246.735,g
103.58,57.248,3.8319,191.968,g
25.5659,16.3505,2.586,246.247,g
86.7619,16.6586,2.9991,285.249,g
72.173,28.1953,3.3085,324.804,g
29.6226,11.9796,2.4728,108.279,g
124.19,92.0095,4.6791,232.102,g
34.9976,10.432,2.4914,192.551,g
26.9185,15.2991,2.4023,108.832,g
24.5103,0,2.0473,106.078,g
88.5482,34.2291,3.4583,386.992,g
18.0191,10.7403,2.1492,285.059,g
36.4659,16.4298,2.5058,151.521,g
28.9202,12.5617,2.4698,176.121,g
34.3872,31.6236,3.2924,106.629,g
33.3489,15.2643,2.4346,44.9616,g
20.89,9.8119,2.2601,186.984,g
98.4961,27.8934,3.6768,291.545,g
73.9175,21.6947,3.0661,234.242,g
28.7984,16.986,2.7578,125.077,g
101.948,33.7025,3.8649,300.311,g
105.399,18.8615,2.7451,237.882,g
12.927,11.2092,2.2109,71.1737,g
53.8114,29.2116,3.137,146.772,g
34.7897,22.6935,3.3034,59.6141,g
33.865,15.482,2.5922,187.48,g
43.0535,16.832,2.7251,189.049,g
60.0379,19.0161,3.0116,241.822,g
81.5248,35.3152,3.5215,374.416,g
46.5362,20.5437,3.1905,256.88,g
33.357,18.8499,2.5527,227.734,g
73.0543,21.5306,3.1984,296.172,g
18.1158,10.4259,2.3655,144.116,g
28.972,12.7592,2.5955,162.248,g
23.623,9.1083,2.2788,193.019,g
42.5309,24.629,3.0116,250.684,g
106.244,32.661,3.8623,213.793,g
64.9888,26.1442,3.4635,230.598,g
12.8589,11.3818,2.0917,143.774,g
43.9906,20.8392,2.5192,211.328,g
52.1461,15.5664,2.8666,187.496,g
21.9338,11.0025,2.3424,159.7,g
22.1866,12.71,2.1931,152.047,g
39.997,17.5973,2.8454,157.242,g
19.6801,17.5196,2.4871,183.705,g
19.9926,12.0866,2.4354,193.893,g
34.9637,14.2201,2.7709,175.827,g
25.4768,7.5159,2.3404,171.21,g
46.2731,20.8327,3.4422,250.51,g
20.5417,9.6425,2.2095,149.561,g
22.0159,15.7602,2.444,229.633,g
23.0525,15.1418,2.3838,129.674,g
98.6242,38.67,3.8574,365.382,g
92.7295,24.5898,3.1638,319.048,g
25.1366,15.6641,2.4014,189.033,g
31.5911,10.5484,2.4526,182.47,g
98.6723,38.6109,3.8953,362.341,g
64.3547,28.4437,3.3717,213.57,g
42.97,20.0903,2.8672,221.505,g
61.4825,16.2288,2.9063,147.172,g
23.9751,13.9242,2.3454,237.022,g
35.7114,18.3727,2.9378,176.297,g
78.5819,20.0958,3.0137,199.864,g
21.2638,12.3586,2.2613,158.968,g
24.4936,18.3546,2.4191,186.32,g
83.4741,27.0623,3.2782,344.005,g
43.9963,28.965,3.0822,170.221,g
167.067,25.5716,2.9135,302.995,g
23.4477,9.4543,2.2148,60.6831,g
109.231,19.0886,3.2253,278.132,g
27.3827,12.9279,2.5521,122.836,g
38.471,9.7177,2.3636,207.761,g
37.1411,22.6281,2.9269,196.991,g
49.7386,18.0448,3.2368,246.114,g
20.4916,16.0929,2.4433,72.9904,g
62.2088,19.5505,2.972,239.387,g
37.6892,15.6921,2.5977,215.244,g
20.2926,9.4958,2.2923,123.604,g
19.7069,18.1235,2.2765,138.787,g
74.7955,19.3318,3.1239,268.526,g
25.464,12.049,2.5428,221.048,g
38.3392,18.2407,2.6928,241.747,g
34.1079,31.9294,3.5937,61.7338,g
31.5085,15.3958,2.7619,182.597,g
13.1944,10.5738,2.1351,121.681,g
86.0891,44.3605,4.1786,238.499,g
25.6849,15.0191,2.5321,143.995,g
49.7582,19.7691,3.0594,215.967,g
48.4646,21.1239,3.2146,270.749,g
12.7986,11.5248,2.1446,227.107,g
17.1061,11.2189,2.1553,181.688,g
30.1806,12.909,2.4771,86.461,g
40.7668,16.941,2.6444,181.17,g
95.5716,29.1767,3.3524,354.169,g
29.1755,23.2356,2.9664,100.674,g
35.0447,21.8043,2.8814,219.478,g
34.5169,13.3139,2.5999,132.696,g
33.1065,11.8138,2.3191,137.834,g
25.5138,12.2381,2.5658,200.452,g
64.8518,18.5073,3.0959,232.168,g
70.3414,32.109,3.4073,199.846,g
20.2305,9.3055,2.3118,183.006,g
40.0247,34.5572,2.7517,201.67,g
47.2023,24.8736,3.0394,176.844,g
44.1526,15.0774,2.7312,219.609,g
90.2691,28.7008,3.9116,269.286,g
36.6553,19.2262,2.9872,220.151,g
19.5865,16.5335,2.5152,27.6118,g
33.3917,10.8839,2.4886,117.805,g
80.7442,34.7793,3.5449,207.337,g
75.4781,27.9538,3.2227,222.78,g
75.0145,24.7537,3.4029,305.393,g
31.5068,20.8053,2.8932,120.824,g
19.0832,16.6809,2.2999,151.706,g
56.5232,13.9445,2.732,104.8,g
46.8646,16.4591,3.0394,206.474,g
88.2417,23.5569,3.2518,244.211,g
74.0348,17.9769,2.8943,280.264,g
40.905,26.9542,3.008,175.542,g
23.2612,9.4718,2.3201,185.821,g
37.1736,12.2674,2.7589,201.227,g
74.3186,23.4183,3.4752,248.998,g
71.2079,23.4119,2.7423,198.509,g
25.6981,17.9763,2.7899,138.13,g
13.2236,10.4279,2.2055,226.89,g
20.6112,17.6015,2.2911,71.1747,g
36.0227,21.2618,2.7427,203.547,g
30.6591,18.6711,2.9798,215.955,g
19.2233,12.8992,2.4495,224.071,g
26.8118,18.7489,2.6968,168.176,g
56.2298,19.0469,2.6826,158.835,g
25.2379,17.9872,2.4609,108.211,g
30.7181,12.8074,2.4479,66.5004,g
87.028,20.9835,2.9759,282.555,g
29.3684,12.9049,2.5218,225.001,g
24.7542,15.3671,2.6693,202.563,g
82.6882,33.0604,3.8316,210.328,g
17.7026,12.5796,2.4289,150.667,g
35.6953,28.3828,3.5252,38.6618,g
22.0402,6.7262,2.1508,133.44,g
30.7475,18.4596,2.6493,195.927,g
56.066,18.1029,2.8672,223.244,g
20.7037,6.6898,2.1717,97.6663,g
86.9585,33.0357,3.5415,341.694,g
18.3117,12.6932,2.437,159.305,g
26.6552,19.372,2.8017,203.361,g
26.4344,10.2127,2.2889,213.328,g
48.35,13.7923,2.7597,202.225,g
67.8749,23.5976,3.4861,174.157,g
21.4908,16.7731,2.5058,246.336,g
27.3066,19.721,2.6968,47.6641,g
18.0214,10.6734,2.1732,184.309,g
23.0503,14.6481,2.7122,48.9024,g
36.8508,19.8903,2.7697,80.0757,g
35.5954,10.9323,2.3729,152.483,g
18.1716,12.8733,2.586,162.521,g
49.8634,17.8268,3.0026,129.146,g
22.6502,21.0274,2.8648,70.2412,g
24.6345,15.3273,2.3304,258.638,g
83.8945,20.0156,3.2446,246.751,g
25.3624,11.2635,2.6721,193.931,g
18.2541,10.3866,2.233,88.8134,g
28.3754,24.7001,2.7616,105.861,g
61.0713,15.0521,2.8854,248.871,g
62.4718,32.7889,3.3569,255.422,g
31.4759,22.0192,2.8439,177.735,g
90.5566,31.2819,3.5124,331.586,g
35.2793,19.4539,2.8831,205.474,g
53.3643,18.3319,2.9289,181.76,g
20.0401,18.1419,2.6258,128.342,g
47.7753,25.5877,3.393,171.772,g
44.6576,21.6739,3.0883,157.969,g
18.0444,10.4284,2.3139,138.586,g
138.252,24.8473,2.7226,188.461,g
74.6311,33.7836,3.1666,78.5164,g
26.8582,11.8539,2.5079,154.531,g
25.4578,9.9035,2.4417,158.25,g
88.0004,37.8465,3.4222,355.599,g
95.6302,20.142,2.4983,278.219,g
67.2561,22.7657,3.3872,265.661,g
51.1771,20.5913,3.3264,178.254,g
21.6496,11.553,2.3646,111.015,g
49.0423,22.099,2.9165,210.43,g
44.2198,25.0746,3.2393,166.366,g
77.0202,33.5384,3.9439,232.458,g
62.888,20.7861,3.3576,207.247,g
46.4395,17.6549,2.8879,200.269,g
29.4022,15.8372,2.7604,139.403,g
25.6488,16.0002,2.6212,162.975,g
46.7713,21.0689,2.9523,211.961,g
83.3045,21.4643,3.0953,300.26,g
51.2309,16.2157,2.7003,172.602,g
33.8598,22.8472,3.0073,111.115,g
38.2504,18.0386,2.6651,194.934,g
56.4465,42.3899,3.3718,216.986,g
95.3181,35.3184,3.7552,290.643,g
45.3582,28.0417,2.7997,252.418,g
24.4584,13.9759,2.3375,189.483,g
62.1435,26.6687,3.3834,223.007,g
36.6822,21.2057,2.7308,140.928,g
50.7703,19.3929,2.9581,169.495,g
23.2702,10.5065,2.4005,94.6289,g
92.0265,32.3334,3.8482,299.341,g
28.2704,19.3564,2.5682,126.977,g
25.8767,14.9523,2.2279,147.698,g
12.8589,11.466,2.1945,87.6656,g
13.3057,10.1597,2.3086,208.31,g
34.4321,14.9672,2.4654,71.5326,g
95.5063,30.7964,3.7743,314.004,g
91.613,21.5721,3.125,243.675,g
76.763,12.6824,2.7016,218.788,g
33.4439,18.4405,3.0013,241.962,g
13.3605,10.5168,2.1833,230.569,g
18.1377,10.5243,2.2041,167.928,g
21.7295,17.1218,2.4997,211.03,g
20.3722,12.903,2.2844,175.856,g
23.5549,0.0049,2.2055,160.59,g
91.3305,32.2972,3.3411,257.152,g
105.498,24.5667,3.2654,328.706,g
60.5135,21.8754,3.021,252.777,g
24.6622,14.429,2.4969,134.912,g
26.7498,15.6235,2.7235,214.837,g
18.2881,12.989,2.4023,157.526,g
38.8511,17.2885,2.8724,154.78,g
20.0259,12.432,2.4749,46.7453,g
62.2387,17.2645,2.7738,263.398,g
29.7368,21.2993,2.4526,106.011,g
27.9286,12.2904,2.4691,146.317,g
65.3382,27.563,3.363,294.505,g
33.8011,16.5381,2.4409,95.0528,g
33.5536,13.2952,2.7271,180.283,g
65.739,24.7642,3.4049,223.683,g
16.9619,7.3198,2.2343,113.965,g
25.7435,11.5007,2.3936,181.026,g
50.7112,24.4091,3.4817,181.872,g
18.3601,12.5485,2.5004,134.525,g
21.887,6.7909,2.1255,86.2358,g
17.1349,11.1551,2.356,186.055,g
24.7931,17.4496,2.7536,197.253,g
63.7247,26.8329,3.2632,291.715,g
28.5282,7.7124,2.3181,196.466,g
43.3688,17.4694,3.0565,188.124,g
34.5219,9.5035,2.238,146.997,g
30.7934,12.3864,2.7131,207.784,g
37.6859,14.4913,2.5694,182.013,g
12.9733,10.2859,2.1658,91.4518,g
79.4951,21.6109,3.123,290.988,g
22.4846,12.964,2.2776,167.476,g
34.6563,21.1375,2.9112,55.6633,g
20.5019,12.8464,2.3551,177.406,g
29.9126,15.0223,2.7135,202.792,g
106.649,46.3824,3.9923,216.081,g
45.7164,17.6456,2.9066,214.177,g
40.2136,19.8464,3.145,146.986,g
31.1292,17.3212,2.7796,229.417,g
85.2648,24.6406,3.2977,280.578,g
19.633,13.6829,2.4864,154.356,g
93.0262,23.2094,2.8968,310.38,g
71.8727,24.8056,3.4833,197.859,g
19.8358,12.8734,2.4273,58.9761,g
17.1299,15.2017,2.2577,159.324,g
37.4523,18.9754,2.7054,193.696,g
65.524,24.9014,3.5027,231.693,g
45.9832,21.4123,2.9325,187.894,g
13.0784,10.325,2.1688,100.778,g
20.7519,17.6292,2.5688,68.7853,g
18.8618,11.0502,2.5581,125.482,g
91.5247,18.0323,2.8603,205.349,g
104.577,37.8131,4.1169,303.171,g
167.274,40.9177,3.1045,237.343,g
42.6857,16.0871,2.7105,153.29,g
74.8406,29.0966,3.6868,191.943,g
13.1298,10.9426,2.1319,67.1323,g
32.2784,21.3825,2.7941,251.047,g
50.5321,26.617,3.5064,211.479,g
26.8933,10.1789,2.3829,136.793,g
65.7225,23.6661,3.2913,219.849,g
16.5162,11.044,2.3263,230.687,g
12.8598,11.3399,2.1287,169.016,g
21.0145,11.1854,2.3304,188.343,g
12.6365,11.779,2.0394,223.925,g
27.3905,13.7396,2.5775,138.797,g
20.5568,14.1391,2.6425,219.021,g
48.7524,13.5038,2.8215,200.104,g
35.3734,18.3628,2.8215,139.644,g
47.0642,22.5286,3.2863,186.203,g
18.4641,10.246,2.2923,210.507,g
25.5536,17.4304,2.3531,75.5272,g
50.2003,22.3679,3.1778,210.999,g
85.0313,30.1529,3.0624,336.706,g
25.1893,16.6928,2.5599,248.737,g
22.9768,14.9438,2.5353,165.575,g
24.5434,12.2962,2.2878,197.495,g
71.1997,13.3094,2.8195,250.935,g
46.6118,23.6375,3.1575,269.663,g
63.9757,11.6401,2.6048,286.217,g
85.1967,36.7234,3.8162,330.595,g
18.2548,10.5312,2.233,76.4374,g
12.5778,11.8701,2.0774,104.656,g
12.7824,11.5799,2.0314,226.328,g
88.0991,34.4391,3.6718,273.85,g
29.6058,18.3168,2.6207,134.291,g
86.757,1.2098,2.3997,331.477,g
35.8562,19.331,2.9945,145.475,g
17.5896,15.3005,2.5072,159.421,g
20.5664,12.7047,2.4907,89.1076,g
25.0728,0,2.081,177.51,g
52.735,12.6817,2.6561,277.766,g
104.44,26.8363,3,285.612,g
12.9698,11.0819,2.1804,164.66,g
61.2341,12.9794,2.941,146.189,g
22.7677,10.8785,2.2577,147.728,g
32.7458,23.3519,2.6026,98.2962,g
25.5161,15.2353,2.5472,175.886,g
103.088,17.1041,2.8028,214.229,g
12.7717,11.5475,2.07,213.523,g
34.1275,15.1769,2.8062,130.314,g
42.1563,33.1096,3.5327,181.634,g
40.3641,16.0981,2.8218,251.989,g
21.7439,6.3074,2.2683,177.398,g
93.8711,41.0984,4.0372,281.297,g
26.9106,15.0744,2.4158,67.5852,g
51.1226,19.913,2.8817,221.634,g
12.7256,11.6683,2.0774,124.04,g
67.3393,20.0735,2.8727,283.35,g
85.926,25.8556,3.5283,276.343,g
53.3538,25.3623,2.7059,179.666,g
14.6323,12.2416,2.3243,95.6557,g
39.0881,27.0886,2.9393,76.7265,g
20.5693,16.3623,2.3829,172.662,g
29.3521,11.7254,2.3802,107.699,g
73.5502,30.8918,3.4502,187.299,g
24.2239,0,2.2028,90.1881,g
58.7751,27.2412,2.9261,316.403,g
52.117,27.7749,3.4301,231.783,g
39.7973,19.6812,2.8296,186.205,g
53.6197,17.5723,2.6201,287.834,g
88.7452,29.7188,3.6021,288.938,g
80.8324,25.8828,3.1641,248.532,g
25.4788,18.7916,2.616,263.865,g
38.8604,19.207,2.8946,141.765,g
30.0267,11.9254,2.4955,50.6581,g
30.858,28.1619,2.9053,175.253,g
24.4714,0,2.0273,214.197,g
23.556,13.4544,2.3191,179.952,g
37.8655,19.6985,3.0372,161.449,g
57.5809,13.5809,2.6684,219.962,g
33.8599,12.9093,2.5159,204.82,g
43.6077,15.3298,2.7818,228.715,g
32.3414,14.4724,2.7466,247.191,g
13.0322,10.8262,2.1319,65.771,g
39.8486,12.3503,2.6726,186.481,g
34.1804,13.9786,2.451,155.731,g
12.9823,11.2207,2.0846,168.265,g
22.075,0.0028,2.0917,167.993,g
44.2941,9.8286,2.4322,352.882,g
27.254,19.1195,2.7948,188.881,g
23.2007,9.7733,2.2788,52.9858,g
37.5684,19.3696,2.633,173.052,g
24.3145,8.5484,2.3953,140.585,g
18.787,14.9261,2.4778,91.751,g
17.6969,10.9349,2.2253,172.146,g
35.9941,20.0994,2.9666,151.185,g
26.5768,19.3691,2.6684,133.29,g
90.6506,40.0201,3.9078,346.733,g
18.9556,7.4618,2.1804,111.59,g
67.9645,12.9553,2.8639,234.708,g
19.5502,10.7632,2.3201,173.394,g
23.6759,16.0355,2.5072,98.0092,g
84.9925,40.6609,3.3775,385.825,g
45.635,29.5424,3.0761,199.559,g
26.9333,16.4084,2.5447,64.3195,g
74.2408,30.402,3.8022,240.349,g
15.4388,12.0367,2.4472,143.285,g
62.0023,31.9066,3.5554,204.325,g
43.8482,25.1626,3.3698,226.592,g
69.0585,27.2418,3.5735,251.884,g
83.7192,32.775,3.4447,361.508,g
39.3744,21.4145,3.2118,155.243,g
40.6292,18.2234,2.679,225.199,g
24.5455,15.9583,2.3589,256.196,g
87.5724,30.8293,3.8825,246.523,g
20.0029,12.0316,2.4141,53.3248,g
72.3105,20.7811,3.049,247.025,g
63.7096,14.9147,3.124,220.157,g
49.9108,18.041,2.8079,252.329,g
42.2999,15.2507,2.4764,163.001,g
54.2229,22.3161,3.3312,204.327,g
91.1548,47.763,3.9472,350.53,g
30.1875,26.1698,2.6212,363.867,g
13.594,9.9525,2.273,102.126,g
16.2944,11.6743,2.2175,182.046,g
116.124,48.2858,4.2843,298.116,g
29.1329,12.3735,2.7003,96.2698,g
33.6189,9.0267,2.4713,237.232,g
21.5228,11.9547,2.4949,222.615,g
63.6422,14.5135,2.8938,271.861,g
27.5481,9.8375,2.3473,196.064,g
38.0261,14.9378,2.6875,146.565,g
34.105,11.555,2.5321,194.693,g
62.6891,24.4737,2.6527,291.289,g
20.503,12.8121,2.3627,153.191,g
30.6055,23.4985,2.8407,142.221,g
76.58,26.8037,3.1535,300.375,g
39.6265,26.0322,3.2002,42.9706,g
63.4156,23.3802,3.2537,240.242,g
17.2438,11.1238,2.1673,190.922,g
68.6236,36.4003,3.8632,207.298,g
36.4381,13.5256,2.7679,154.992,g
76.3259,28.009,3.288,260.839,g
12.9582,11.0301,2.0846,139.361,g
95.271,37.5314,3.8555,368.716,g
42.0042,20.9915,3.1136,268.331,g
29.8242,15.0011,2.7139,74.4211,g
38.5154,19.8073,2.8885,225.185,g
49.0132,18.0986,2.9472,161.73,g
12.7148,11.6813,2.1351,203.499,g
19.7083,16.4235,2.5717,224.014,g
31.9613,12.1623,2.7024,219.631,g
18.2209,17.3462,2.4224,189.153,g
75.8726,40.5638,3.3515,225.287,g
49.3869,19.6787,3.0519,254.742,g
27.8701,22.266,3.1041,133.023,g
76.6189,22.4543,3.6042,218.214,g
50.4384,16.4738,2.7597,156.315,g
29.1024,16.711,2.6196,89.4316,g
26.9438,16.6654,2.5192,234.542,g
82.2887,29.461,3.5923,322.709,g
28.9066,15.8251,2.6425,164.343,g
26.52,7.0751,2.3324,233.695,g
20.7722,12.6846,2.3064,154.8,g
85.1125,30.0761,3.6711,243.701,g
39.9975,25.3932,3.268,109.174,g
22.014,16.4877,2.6508,91.2358,g
112.464,31.0123,3.1564,170.058,g
34.7947,16.3028,2.7645,213.628,g
25.6507,15.6521,2.6527,153.392,g
29.4605,15.3239,2.4378,72.0692,g
29.5483,11.7966,2.3883,219.026,g
32.7961,11.5855,2.527,129.148,g
28.2476,20.1907,2.6444,122.118,g
77.6812,18.8009,2.9082,256.647,g
24.7413,11.8362,2.3892,156.78,g
13.6728,9.3171,2.3775,92.8876,g
35.5935,25.3124,3.2638,132.902,g
56.6694,17.9775,2.9151,251.415,g
35.3385,14.4809,2.5894,131.336,g
48.2341,16.9131,2.74,163.201,g
32.3688,14.0263,2.4728,134.044,g
36.9483,21.853,2.74,225.275,g
32.4232,20.7462,2.842,212.005,g
42.468,23.1362,2.9985,203.906,g
18.7087,16.3364,2.2999,206.962,g
33.1342,15.7709,2.4456,252.877,g
27.839,12.1042,2.3414,172.756,g
26.2966,22.833,2.8633,160.251,g
84.6457,18.603,2.5315,318.73,g
42.6872,15.9176,2.8482,238.442,g
41.1112,17.9452,2.9506,161.199,g
44.6242,21.2982,2.8466,155.424,g
73.28,30.9372,3.8598,230.907,g
24.3173,14.045,2.3493,175.212,g
20.8872,11.9209,2.3454,160.838,g
64.447,23.9931,2.932,120.433,g
85.7031,28.2402,3.7542,265.24,g
19.7969,7.3536,2.0952,195.272,g
28.6176,22.6032,2.7348,118.507,g
37.1289,15.3638,2.6628,277.379,g
56.5201,12.8995,2.3766,159.928,g
21.5141,15.6067,2.5211,106.854,g
66.0336,20.8262,2.4983,283.831,g
45.6761,25.8262,3.2469,102.7,g
54.5413,21.8909,2.6449,327.874,g
64.054,22.9365,2.9566,317.994,g
59.5565,20.7926,3.0368,283.871,g
43.0994,16.7018,2.7239,137.891,g
21.6479,12.4435,2.2553,47.0268,g
77.4354,34.124,3.1682,70.0772,g
27.6996,12.8585,2.7016,222.431,g
57.1477,29.4889,3.4273,199.142,g
22.7217,19.7887,2.6112,161.735,g
39.1912,16.9653,2.8716,225.822,g
75.8366,32.0853,3.4842,293.28,g
92.2151,26.3726,3.4681,248.102,g
78.6617,32.9812,3.4344,298.095,g
20.1725,15.2864,2.4639,136.437,g
19.9609,10.8728,2.2878,190.531,g
70.6864,18.8041,2.9523,234.74,g
32.115,9.4413,2.4735,168.517,g
28.3107,19.2751,2.7612,249.986,g
31.0261,17.6158,2.688,114.424,g
20.4751,12.3055,2.3883,194.27,g
229.817,9.5128,2.2934,118.247,g
110.815,19.4037,3.0588,266.675,g
49.3016,16.8994,2.8546,270.097,g
92.3105,39.0091,3.9111,339.27,g
21.9932,9.9294,2.1931,103.939,g
70.6035,19.0298,2.9673,234.713,g
16.5068,11.4704,2.243,126.345,g
50.9109,18.6353,3.0364,178.532,g
30.8293,24.121,2.8075,209.02,g
23.133,8.7943,2.2856,158.306,g
13.1053,10.7551,2.1383,122.004,g
105.125,17.8888,2.7177,332.175,g
48.0293,13.2839,2.7832,199.141,g
30.531,21.2625,2.9602,204.08,g
20.5008,7.1659,2.2055,170.495,g
25.0758,15.8299,2.5139,161.632,g
118.747,37.2663,3.8326,211.737,g
48.7737,22.9794,2.9196,184.114,g
28.0095,11.3457,2.3997,147.412,g
22.4678,0,2.2418,297.593,g
22.0729,12.8478,2.2999,228.808,g
18.7617,7.4713,2.1383,96.4994,g
20.2919,16.2356,2.6004,86.1205,g
22.8676,14.53,2.5289,155.216,g
22.4992,10.4464,2.2625,225.367,g
20.1959,12.7303,2.2889,136.41,g
35.6138,7.0964,2.3355,171.148,g
13.1104,10.3041,2.1477,118.241,g
45.2838,21.1341,3.3893,216.952,g
27.4172,16.9852,2.6853,172.048,g
90.3757,22.9848,2.9863,207.116,g
45.563,15.6202,2.7392,171.72,g
36.4971,18.596,2.6924,184.867,g
65.9566,20.7513,2.7455,257.017,g
40.7829,21.4984,3.049,177.4,g
81.2829,22.8049,3.3507,295.106,g
23.7453,10.2125,2.4057,209.954,g
23.8461,19.2181,2.5453,107.604,g
36.3008,20.5038,3.1002,210.918,g
22.3887,15.4317,2.7547,37.9962,g
65.7116,24.1272,3.2163,193.564,g
90.2341,34.3264,3.6075,327.496,g
41.375,12.9089,2.8848,237.065,g
47.2509,12.6244,2.7316,155.237,g
19.9964,12.7122,2.8079,133.652,g
76.2191,25.5172,3.5086,277.488,g
40.0358,26.6272,3.187,156.184,g
28.8208,23.9784,2.6439,195.314,g
33.9312,18.959,2.8142,134.475,g
21.2198,11.2399,2.2405,130.935,g
18.7599,12.6422,2.4479,114.086,g
26.5845,21.9362,2.8848,67.5754,g
42.8365,18.4889,3.0304,197.162,g
58.8321,27.4017,3.5898,237.392,g
97.5815,26.1448,3.6148,294.581,g
19.9009,7.0867,2.273,240.525,g
107.858,39.9186,3.9914,350.842,g
76.3542,25.8162,3.4768,161.4,g
30.6251,23.1949,2.842,257.776,g
27.1759,12.5123,2.6735,160.385,g
35.7817,24.5512,3.2838,192.401,g
34.6114,14.3809,2.7774,250.027,g
28.5834,17.8928,2.6075,71.4573,g
29.4962,16.7045,2.6604,135.64,g
85.6098,38.3701,3.5868,312.348,g
21.0242,7.1132,2.0149,152.297,g
36.4708,25.4444,2.8588,175.091,g
47.2516,21.3609,2.8882,260.77,g
23.1901,8.4604,2.3304,191.678,g
37.1373,14.7676,2.6096,166.829,g
12.9695,11.196,2.0952,97.0673,g
57.1241,22.8455,2.9903,179.502,g
33.0524,15.7139,2.7675,138.278,g
79.0219,27.9276,3.0416,330.15,g
93.6809,73.2173,4.2222,139.803,g
12.8312,11.4047,2.1775,240.351,g
20.8879,18.2004,2.4857,46.48,g
37.304,21.4064,2.8058,145.666,g
33.2144,21.18,3.135,176.45,g
107.725,32.2207,2.9738,345.521,g
98.5389,33.1826,3.9546,310.751,g
76.6358,27.1405,3.4706,282.482,g
20.9356,6.9256,2.1945,201.145,g
13.3114,10.6229,2.2109,156.879,g
66.9998,25.5407,3.3536,244.338,g
22.9579,13.0779,2.5051,171.09,g
39.87,14.241,2.4969,131.925,g
18.5571,10.1384,2.415,132.062,g
22.3325,18.199,2.721,146.984,g
28.0212,14.003,2.7731,198.176,g
24.0622,16.89,2.705,158.02,g
62.1595,28.6383,3.4442,184.737,g
36.6913,28.2534,2.7623,105.144,g
26.8614,17.0329,2.6488,105.913,g
25.6327,15.7198,2.2467,93.9143,g
57.0949,46.725,3.9299,78.1423,g
46.0224,12.4339,2.5832,160.69,g
24.3134,16.608,2.4354,171.53,g
13.0074,10.3181,2.1658,47.491,g
31.8121,15.7493,2.6781,110.677,g
26.4593,18.108,2.6937,171.907,g
27.6587,18.1611,2.6721,190.287,g
74.9258,21.744,3.1269,241.857,g
27.3848,12.1636,2.4778,153.617,g
29.2513,9.5731,2.4836,180.921,g
70.6084,48.8302,2.9877,181.569,g
20.5155,11.8943,2.2405,218.241,g
27.5391,20.1315,3.0775,104.883,g
61.9634,16.4467,2.9489,233.15,g
74.9131,28.8761,2.9542,384.822,g
20.8308,12.4463,2.4338,149.012,g
20.8219,18.8425,2.8182,204.29,g
50.3422,9.3404,2.5629,244.227,g
20.8855,7.0673,2.2343,135.243,g
13.2918,9.6037,2.3064,125.53,g
37.8325,20.1834,2.5587,379.307,g
20.2874,9.2749,2.2227,214.697,g
23.0951,14.755,2.5328,103.323,g
19.7354,13.9151,2.4914,129.754,g
21.5568,12.6445,2.451,163.285,g
29.9486,14.8492,2.7332,136.596,g
38.9482,17.256,2.5378,151.616,g
90.3742,24.7944,3.0613,242.765,g
105.305,22.0399,2.9963,310.321,g
67.9088,30.1161,3.8,236.664,g
23.2649,12.7491,2.4742,155.821,g
24.0436,16.4912,2.4133,43.9697,g
38.0484,22.4737,2.8785,268.295,g
24.0709,19.913,2.7987,44.7636,g
31.3405,12.2545,2.6721,172.568,g
64.7015,16.5413,2.7931,234.037,g
54.623,21.7267,3.0899,235.292,g
40.4373,15.7099,2.5257,157.783,g
32.2216,17.854,2.8357,197.341,g
28.5206,16.3063,2.5119,204.554,g
49.1324,22.8572,3.1209,162.406,g
64.0613,18.4695,2.9042,288.478,g
60.4789,14.1871,2.837,130.101,g
28.7412,15.026,2.5809,189.489,g
28.3317,12.2505,2.3531,88.4856,g
61.0521,52.4718,3.4939,326.479,g
56.8378,19.5654,3.2019,245.844,g
29.5501,7.8658,2.3483,108.786,g
20.4023,7.2924,2.055,95.1519,g
32.8576,19.4994,2.8341,19.888,g
28.4342,16.4626,2.945,159.668,g
24.8354,15.3356,2.3222,215.809,g
90.5978,33.2497,3.3461,262.779,g
30.0611,25.0721,2.5798,262.316,g
100.607,27.9874,3.3503,312.22,g
20.3447,7.2127,2.1287,249.867,g
101.632,46.8651,4.2366,256.051,g
43.8989,38.2552,3.4351,144.261,g
14.2556,12.5353,2.3201,117.127,g
69.865,26.058,3.207,274.627,g
24.5507,16.9437,2.776,216.39,g
38.7822,20.3438,2.8537,166.524,g
12.9956,11.1405,2.2317,202.044,g
104.156,17.6415,2.935,333.468,g
